poslist[key],profane,profane-when-combined,unsafe,unsafe-when-combined,entity,negation
orgies/NNS,0,0.5,0,0,0,0
orgy/NN,0,0.5,0,0,0,0
p0rn0/NN,1.6,0,0,0,0,0
p0rno/NN,1.6,0,0,0,0,0
panty/NN,0,0,0,0.5,0,0
panty/NN sniff/NN,1.5,0,0,0,0,0
pantyhose/NN,0,0,0,0.5,0,0
party/NN doll/NN,1.4,0,0,0,0,0
passion/NN,0,0.35,0,0,0,0
pay/NN site/NN for/IN free/JJ,0,0,1.5,0,0,0
pay-site/JJ,0,0,1.3,0,0,0
pay-site/JJ for/IN free/JJ,0,0,1.5,0,0,0
paysite/JJ pass/NN,0,0,1.3,0,0,0
paysite/NN for/IN free/JJ,0,0,1.5,0,0,0
paysite/NN pass/NN free/JJ,0,0,1.7,0,0,0
paysites/NNS for/IN free/JJ,0,0,1.6,0,0,0
pearly/RB bird/NN,1.4,0,0,0,0,0
pecker/NN,1.4,0,0,0,0,0
peckerhead/NN,1.4,0,0,0,0,0
pedophile/NN,0,0,1.1,0,0,0
pedophilia/NN,0,0,1.1,0,0,0
pee/JJ cam/NN,1.8,0,0,0,0,0
pee/JJ sex/NN,1.8,0,0,0,0,0
pee/JJ spurt/NN,1.5,0,0,0,0,0
peehole/NN,1.7,0,0,0,0,0
peeing/NN,1.6,0,0,0,0,0
peesex/NN,1.8,0,0,0,0,0
pee-sex/NN,1.8,0,0,0,0,0
penetrate/VB,0,0,0,0.5,0,0
penetration/NN,0,0,0,0.5,0,0
penile/NN,1.1,0,0,0,0,0
penis/NN,1.8,0,0,0,0,0
penis/NN breath/NN,1.4,0,0,0,0,0
penis/NN enlarger/NN,0,0,1.5,0,0,0
penis/NN head/NN,1.4,0,0,0,0,0
penis/NN wrinkle/NN,1.4,0,0,0,0,0
penthouse/NN,1.5,0,0,0,0,0
perversion/NN,0,0,1.1,0,0,0
perversity/NN,0,0,1.1,0,0,0
pervert/NN,0,0,1.1,0,0,0
petite/JJ illegal/JJ,0,0,1.3,0,0,0
petite/JJ latina/NN,0,0,1.4,0,0,0
petite/JJ teen/NN,0,0,1.3,0,0,0
petite/JJ virgin/NN,0,0,1.5,0,0,0
petite/NN,0,0,1.8,0,0,0
phallic/NN,0,0,0.5,0,0,0
phallus/NN,0,0,0.5,0,0,0
phone/NN sex/NN,0,0,1.8,0,0,0
phonesex/NN,0,0,1.8,0,0,0
phuck/NN,1.3,0,0,0,0,0
pic/NN,0,0.2,0,0,0,0
picture/NN,0,0.2,0,0,0,0
piece/NN of/IN shit/NN,1.4,0,0,0,0,0
pierce/VB,0,0.5,0,0,0,0
pimp/NN,1.4,0,0,0,0,0
pimp/NN daddy/NN,0,0,1.4,0,0,0
pink/NN 4/CD free/JJ,1.8,0,0,0,0,0
pink/NN bit/NN,1.8,0,0,0,0,0
pink/NN chocolate/NN,1.2,0,0,0,0,0
pink/NN lip/NN,1.5,0,0,0,0,0
pink4free/JJ,1.8,0,0,0,0,0
pinkbit/NN,1.8,0,0,0,0,0
pinup/NN starlets/NNS,0,0,1.5,0,0,0
piss/JJ ant/NN,1.4,0,0,0,0,0
piss/JJ flaps/NNS,1.5,0,0,0,0,0
piss/JJ pic/NN,1.8,0,0,0,0,0
piss/JJ play/NN,1.5,0,0,0,0,0
piss/JJ slit/NN,1.6,0,0,0,0,0
piss/NN,1,0,0,0,0,0
piss/NN and/CC moan/NN,1.2,0,0,0,0,0
piss/NN and/CC vinegar/NN,1.2,0,0,0,0,0
piss/VB away/RB,1.2,0,0,0,0,0
piss/VB off/RB,1.2,0,0,0,0,0
piss/VB PRT off/RP,1.4,0,0,0,0,0
piss/VB up/RP a/DT rope/NN,1.2,0,0,0,0,0
pissed/JJ,1.4,0,0,0,0,0
pissin/NN like/IN a/DT race/NN horse/NN,1.2,0,0,0,0,0
pissing/NN contest/NN,1.2,0,0,0,0,0
play/NN,0,0.2,0,0,0,0
play/NN with/IN dildo/NNS,1.8,0,0,0,0,0
play/NN with/IN SBJ,1.6,0,0,0,0,0
play/NN with/IN SBJ$ penis/NN,1.5,0,0,0,0,0
playboy/NN,0,0,1.5,0,0,0
playground/NN,0,0.35,0,0,0,0
playmate/NN,0,0,1.5,0,0,0
pleasure/NN ball/NN,0,0,1.6,0,0,0
plug/NN,0,0.2,0,0,0,0
plug/NN every/DT orifice/NN,1.7,0,0,0,0,0
plump/NN babe/NN,1.4,0,0,0,0,0
plumper/NN puss/NN,1.5,0,0,0,0,0
polack/NN,1.4,0,0,0,0,0
polish/VB SBJ$ knob/NN,1.7,0,0,0,0,0
poo/NN poo/NN,1.4,0,0,0,0,0
poo/NN sex/NN,1.8,0,0,0,0,0
poofters/NNS,1.4,0,0,0,0,0
poontang/NN,1.1,0,0,0,0,0
poop/NN,1.8,0,0,0,0,0
poosex/NN,1.8,0,0,0,0,0
pork/NN flute/NN,1.7,0,0,0,0,0
pork/VB SBJ,1.2,0,0,0,0,0
porn/NN,0,0,1.8,0,0,0
porn/NN pass/NN,0,0,1.2,0,0,0
porn/NN site/NN,0,0,1.8,0,0,0
porn/NN star/NN,0,0,1.8,0,0,0
porn0/NN,0,0,1.6,0,0,0
pornhole/NN,0,0,0.5,0,0,0
pornholio/NN,0,0,1.1,0,0,0
pornmegabucks/NNS,0,0,1.8,0,0,0
porno/NN,0,0,1.2,0,0,0
porno/NN ezine/NN,0,0,1.2,0,0,0
porno/NN membership/NN,0,0,1.8,0,0,0
porno/NN pass/NN,0,0,1.6,0,0,0
pornographic/JJ,0,0,1.2,0,0,0
pornography/NN,0,0,1.8,0,0,0
porno-pass/NN,0,0,1.6,0,0,0
pornostar/NN,0,0,1.2,0,0,0
porn-pass/NN,0,0,1.6,0,0,0
pornshop/NN,0,0,1.1,0,0,0
pornstar/NN,0,0,1.8,0,0,0
pornstar/NN ezine/NN,0,0,1.2,0,0,0
pornstar/NN fetish/NN,0,0,1.8,0,0,0
portfolio/NN fetish/NN,0,0,1.5,0,0,0
portfolio/NN glamour/NN,0,0,1.5,0,0,0
pose/VB nude/NN,0,0,1.5,0,0,0
pound/VB SBJ$ pud/NN,1.4,0,0,0,0,0
pounding/NN,0,0.35,0,0,0,0
pr0n/NN,1.3,0,0,0,0,0
precum/NN,1.2,0,0,0,0,0
pre-cum/NN,1.2,0,0,0,0,0
pregnant/JJ hardcore/NN,0,0,1.8,0,0,0
pregnant/JJ sex/NN,0,0,1.3,0,0,0
premium/NN adult/NN site/NN,0,0,1.8,0,0,0
premium/NN hardcore/NN,0,0,1.8,0,0,0
pre-teen/JJ anal/NN,0,0,1.4,0,0,0
pre-teen/JJ bald/JJ,0,0,1.4,0,0,0
pre-teen/JJ cherry/NN,0,0,1.6,0,0,0
pre-teen/JJ fetish/JJ,0,0,1.6,0,0,0
pre-teen/JJ galler/NN,0,0,1.8,0,0,0
pre-teen/JJ lolita/NN,0,0,1.8,0,0,0
pre-teen/JJ pic/NN,0,0,1.8,0,0,0
pre-teen/JJ video/NN,0,0,1.6,0,0,0
preteen/NN,0,0,0,0.5,0,0
pre-teen/NN,0,0,1.6,0,0,0
preteen/NN anal/NN,0,0,1.4,0,0,0
preteen/NN cherries/NNS,0,0,1.6,0,0,0
preteen/NN erotica/NN,0,0,1.8,0,0,0
preteen/NN fetish/NN,0,0,1.6,0,0,0
preteen/NN flesh/NN,0,0,1.7,0,0,0
preteen/NN galler/NN,0,0,1.8,0,0,0
preteen/NN kiddy/NN,0,0,1.8,0,0,0
preteen/NN lolita/NN,0,0,1.8,0,0,0
preteen/NN pic/NN,0,0,1.8,0,0,0
preteen/RB bald/JJ,0,0,1.5,0,0,0
preteen-erotica/NN,0,0,1.8,0,0,0
preteenflower/NN,0,0,1.8,0,0,0
pretty/RB nude/JJ,0,0,1.5,0,0,0
prick/NN,1.4,0,0,0,0,0
prick/NN juice/NN,1.7,0,0,0,0,0
prick/NN tease/NN,1.3,0,0,0,0,0
prostitute/NN,0,0,1.1,0,0,0
prostitution/NN,0,0,1.1,0,0,0
PRT up/RP SBJ$ arse/NN,1.3,0,0,0,0,0
PRT up/RP SBJ$ ass/NN,1.3,0,0,0,0,0
PRT up/RP skirt/NN,1.8,0,0,0,0,0
pubescent/JJ female/NN,0,0,1.6,0,0,0
public/JJ flashings/NNS,0,0,1.8,0,0,0
public/JJ nude/NN,0,0,1.8,0,0,0
public/JJ nudity/NN,0,0,1.8,0,0,0
public/JJ sex/NN,0,0,1.8,0,0,0
public/JJ shitting/NN,1.3,0,0,0,0,0
puffy/JJ nipple/NN,1.8,0,0,0,0,0
pull/VB SBJ$ johnson/NN,1.3,0,0,0,0,0
pull/VB SBJ$ pud/NN,1.4,0,0,0,0,0
pump/VB SBJ$ arse/NN,1.8,0,0,0,0,0
pump/VB SBJ$ ass/NN,1.8,0,0,0,0,0
pump/VB SBJ$ bone/NN,1.7,0,0,0,0,0
pump/VB thoroughly/RB,1.4,0,0,0,0,0
punishment/NN,1.4,0,0,0,0,0
punk/NN,0,0.5,0,0,0,0
puntang/NN,1.4,0,0,0,0,0
pure/JJ hardcore/NN,0,0,1.8,0,0,0
pussy/JJ hair/NN,1.8,0,0,0,0,0
pussy/JJ leak/NN,1.8,0,0,0,0,0
pussy/JJ lip/NN,1.4,0,0,0,0,0
pussy/JJ lips/NNS,1.4,0,0,0,0,0
pussy/JJ ooze/NN,1.8,0,0,0,0,0
pussy/JJ whip/NN,1.4,0,0,0,0,0
pussy/NN,1.6,0,0,0,0,0
pussy/NN crammed/VBD full/JJ,1.8,0,0,0,0,0
pussy/NN get/VB drill/VB,1.8,0,0,0,0,0
pussy/NN open/JJ wide/JJ,1.8,0,0,0,0,0
pussycam/NN,1.8,0,0,0,0,0
pussy-cam/NN,1.8,0,0,0,0,0
pussydick/NN,1.4,0,0,0,0,0
pussylip/NN,1.4,0,0,0,0,0
pussy-pounding/NN,1.8,0,0,0,0,0
pussy-stretching/NN,1.6,0,0,0,0,0
putas/NNS,1.5,0,0,0,0,0
quality/NN adult/NN,0,0,1.8,0,0,0
queer/JJ,0,0.5,0,0,0,0
quefe/NN,1.4,0,0,0,0,0
quief/NN,1.4,0,0,0,0,0
raghead/NN,1.25,0,0,0,0,0
ram/VB,0,0.5,0,0,0,0
ramming/NN,0,0.5,0,0,0,0
rape/NN,0,0,1.4,0,0,0
rape/VB,0,0,1.5,0,0,0
raped/JJ,0,0,1.5,0,0,0
rapelove/NN,0,0,1.6,0,0,0
rape-oriented/JJ,0,0,1.6,0,0,0
rapist/JJ fetish/JJ,0,0,1.4,0,0,0
rapist/JJ hardcore/NN,0,0,1.2,0,0,0
rapist/NN,0,0,1.4,0,0,0
rate/VB x/NNP,0,0,1.2,0,0,0
ratedx/NN,0,0,1.2,0,0,0
ratedxxx/NN,0,0,1.3,0,0,0
raunchy/JJ amateur/NN,0,0,1.4,0,0,0
raunchy/NN,0,0,1.1,0,0,0
raw/JJ nude/NN teen/NN,0,0,1.8,0,0,0
raw/JJ sex/NN,0,0,1.5,0,0,0
raw/JJ sex/NN video/NN,0,0,1.5,0,0,0
real/JJ anal/NN,0,0,1.7,0,0,0
real/JJ breast/NN,0,0,1.5,0,0,0
real/JJ gangbang/NN,0,0,1.4,0,0,0
real/JJ life/NN roots/NNS,0,0,1.7,0,0,0
real/JJ lolita/NN,0,0,1.7,0,0,0
real/JJ porn/NN star/NN,0,0,1.8,0,0,0
real/JJ pornstar/NN,0,0,1.8,0,0,0
real/JJ private/JJ teen/NN,0,0,1.6,0,0,0
real/JJ teen/NN pic/NN,0,0,1.8,0,0,0
real/JJ teen/NN sex/NN,0,0,1.8,0,0,0
realdoll/NN,0,0,1.7,0,0,0
ream/VB,0,0.5,0,0,0,0
reaming/NN,0,0.5,0,0,0,0
rectum/NN,0.5,0,0,0,0,0
retard/NN,1.4,0,0,0,0,0
retard/VB,1.4,0,0,0,0,0
retarded/JJ,1.4,0,0,0,0,0
rim/VB,0,0.5,0,0,0,0
rimjob/NN,1.8,0,0,0,0,0
rimming/NN,0,0.5,0,0,0,0
rock/NN hard/JJ,0,0.5,0,0,0,0
rock/NN solid/JJ,0,0.5,0,0,0,0
rocking/NN horse/NN shit/NN,1.2,0,0,0,0,0
rocking-horse/NN shit/NN,1.2,0,0,0,0,0
rogering/NN,1.4,0,0,0,0,0
root/NN slut/NN,1.7,0,0,0,0,0
rooting/NN,0,0.5,0,0,0,0
rotflmfao/NN,1.4,0,0,0,0,0
rub/VB SBJ,0,0.5,0,0,0,0
rub/VB SBJ$,0,0.5,0,0,0,0
rub/VB SBJ$ stiffy/NN,1.6,0,0,0,0,0
rub/VB the/DT wad/NN,1.4,0,0,0,0,0
rubber/NN,0,0.35,0,0,0,0
rugmunch/NN,1.5,0,0,0,0,0
rump/NN ranger/NN,1.4,0,0,0,0,0
russian/JJ ezine/NN,0,0,1.2,0,0,0
russian/JJ hooker/NN,0,0,1.2,0,0,0
russian/JJ lolita/NN,0,0,1.7,0,0,0
russian/JJ rape/NN,0,0,1.4,0,0,0
sadomasochism/NN,0,0,1.3,0,0,0
saigon/DT slut/NN,0,0,1.6,0,0,0
sambo/JJ,1.45,0,0,0,0,0
satisfy/VB SBJ$ fetish/NN,0,0,1.8,0,0,0
SBJ$ arse/NN,0,0,0,0,0,0
SBJ$ ass/NN,0,0,0,0,0,0
SBJ$ ball/NN,1.8,0,0,0,0,0
SBJ$ doodle/NN,1.3,0,0,0,0,0
SBJ$ fat/JJ ass/NN,1.3,0,0,0,0,0
SBJ$ mama/NN,0,0.5,0,0,0,0
SBJ$ mom/NN,0,0.5,0,0,0,0
SBJ$ mother/NN,0,0.5,0,0,0,0
SBJ$ shaft/NN,1.4,0,0,0,0,0
scantily/RB,0,0,1.1,0,0,0
scat/NN,0,0.5,0,0,0,0
schlong/JJ,1.4,0,0,0,0,0
schmeka/NN,1.4,0,0,0,0,0
school/NN girl/NN,0,0,0,0.5,0,0
school/NN girl/NN fetish/NN,0,0,1.4,0,0,0
schoolgirl/NN,0,0,0,0.5,0,0
school-girl/NN,0,0,0,0.5,0,0
schoolgirl/NN ezine/NN,0,0,1.2,0,0,0
schoolgirl/NN fetish/NN,0,0,1.4,0,0,0
schoolgirl/NN free/JJ,0,0,1.4,0,0,0
schoolgirl/NN sex/NN,0,0,1.4,0,0,0
screw/NN,1.4,0,0,0,0,0
screw/NN off/RB,1.4,0,0,0,0,0
screw/NN SBJ,1.4,0,0,0,0,0
screw/NN that/IN,1.4,0,0,0,0,0
scrog/NN,1.4,0,0,0,0,0
see/VB thru/NN,0,0.5,0,0,0,0
seed/NN,0,0.5,0,0,0,0
self-stimulation/NN,0,0,1.3,0,0,0
semen/JJ action/NN,0,0,1.6,0,0,0
semen/NNS,0,0,0.5,0,0,0
series/NN photos/NNS,0,0,1.2,0,0,0
series/NN pic/NN,0,0,1.3,0,0,0
sex/NN,0,0,1.8,0,0,0
sex/NN game/NN,0,0,1.8,0,0,0
sex/NN life/NN,0,0,1.2,0,0,0
sex/NN pic/NN,0,0,0,0.5,0,0
sex/NN shop/NN,0,0,1.8,0,0,0
sex/NN show/NN,0,0,1.8,0,0,0
sex/NN site/NN,0,0,1.6,0,0,0
sex/NN story/NN,0,0,0,0.5,0,0
sex/NN toy/NN,0,0,1.8,0,0,0
sexcam/NN,0,0,1.5,0,0,0
sexcheck/NN,0,0,1.8,0,0,0
sexfeed/NN,0,0,1.8,0,0,0
sexfest/NN,0,0,1.8,0,0,0
sex-hungry/JJ,0,0,1.8,0,0,0
sexiest/NN,0,0,0.5,0,0,0
sexkey/NN,0,0,1.8,0,0,0
sexmall/NN,0,0,1.8,0,0,0
sexo/NN,0,0,1.2,0,0,0
sexologist/NN,0,0,0.5,0,0,0
sexology/NN,0,0,0.5,0,0,0
sexplore/NN,0,0,1.1,0,0,0
sexshop/NN,0,0,1.8,0,0,0
sextoy/NN,0,0,1.4,0,0,0
sextoy/NN fetish/NN,0,0,1.4,0,0,0
sextracker/NN,0,0,1.8,0,0,0
sexual/JJ,0,0,1.1,0,0,0
sexual/JJ act/NN,0,0,1.8,0,0,0
sexual/JJ content/NN,0,0,1.8,0,0,0
sexuality/NN,0,0,0.5,0,0,0
sexually/RB,0,0,0.5,0,0,0
sexually/RB explicit/JJ,0,0,1.6,0,0,0
sexually/RB orient/VB,0,0,1.1,0,0,0
sexually/RB oriented/JJ,0,0,1.1,0,0,0
sexually/RB wild/JJ,0,0,1.4,0,0,0
sexxx/NN,0,0,1.6,0,0,0
sexxxhosting/NN,0,0,1.8,0,0,0
sexy/JJ,0,0,1.4,0,0,0
sexy/JJ ass/NN,0,0,1.1,0,0,0
sexy/JJ ladies/NNS,0,0,1.2,0,0,0
sexy/JJ lady/NN,0,0,1.2,0,0,0
sexy/JJ nudes/NNS,0,0,1.8,0,0,0
shalong/RB,1.1,0,0,0,0,0
shave/VB beaver/NN,1.8,0,0,0,0,0
shave/VB clam/NN,1.8,0,0,0,0,0
shave/VB lolita/NN,1.8,0,0,0,0,0
shave/VB pussy/NN,1.8,0,0,0,0,0
shave/VB smoo/RB,1.6,0,0,0,0,0
shave/VB snatch/NN,1.8,0,0,0,0,0
shaven/NN beaver/NN,1.8,0,0,0,0,0
shaven/NN clam/NN,1.8,0,0,0,0,0
shaven/NN haven/NN,1.8,0,0,0,0,0
shaven/NN lolita/NN,1.8,0,0,0,0,0
shaven/NN pussy/NN,1.8,0,0,0,0,0
she/SBJ is/VBZ a/DT bbw/NN,1.4,0,0,0,0,0
sheer/JJ bikini/NN,1.5,0,0,0,0,0
sheister/NN,1.4,0,0,0,0,0
shemale/NN,0,0,1.2,0,0,0
shemalelive/NN,0,0,1.8,0,0,0
shit/NN,1.4,0,0,0,0,0
shit/NN ass/NN,1.4,0,0,0,0,0
shit/NN face/NN,1.4,0,0,0,0,0
shit/NN for/IN brains/NNS,1.4,0,0,0,0,0
shit/NN head/NN,1.4,0,0,0,0,0
shit/NN mustache/NN,1.5,0,0,0,0,0
shit/NN on/IN SBJ$ face/NN,1.8,0,0,0,0,0
shit/NN on/IN there/EX face/NN,1.8,0,0,0,0,0
shit/VB,1.4,0,0,0,0,0
shit/VB or/CC get/VB off/IN the/DT pot/NN,1.2,0,0,0,0,0
shit/VB out/IN of/IN luck/NN,1.4,0,0,0,0,0
shit/VB SBJ,1.2,0,0,0,0,0
shit/VB SBJ$ pants/NNS,1.2,0,0,0,0,0
shitass/NN,1.4,0,0,0,0,0
shite/NN,1.4,0,0,0,0,0
shit-eating/JJ grin/NN,1.2,0,0,0,0,0
shitface/NN,1.4,0,0,0,0,0
shitfuck/NN,1.3,0,0,0,0,0
shithead/NN,1.4,0,0,0,0,0
shithloe/NN,1.4,0,0,0,0,0
shithole/NN,1.4,0,0,0,0,0
shiting/NN,1.4,0,0,0,0,0
shitsex/NN,1.8,0,0,0,0,0
shitting/NN,1.6,0,0,0,0,0
shlong/JJ,1.1,0,0,0,0,0
shmegma/NN,1.4,0,0,0,0,0
shocking/JJ sex/NN,0,0,1.6,0,0,0
shoot/NN,0,0.5,0,0,0,0
shoot/VB a/DT wade/NN,1.4,0,0,0,0,0
shoot/VB off/RB,1.3,0,0,0,0,0
shoot/VB SBJ$ load/NN,1.6,0,0,0,0,0
shoot/VB the/DT shit/NN,1.2,0,0,0,0,0
shove/VB both/DT fists/NNS,1.5,0,0,0,0,0
show/VB off/IN SBJ$ body/NN,1.5,0,0,0,0,0
shower/VB in/IN piss/NN,1.8,0,0,0,0,0
shower/VB in/IN shit/NN,1.8,0,0,0,0,0
showercam/NN,1.3,0,0,0,0,0
shut/VBD the/DT hell/NN up/RB,1.4,0,0,0,0,0
shut/VBN the/DT fuck/NN up/RB,1.4,0,0,0,0,0
sickest/JJ sex/NN video/NN,0,0,1.8,0,0,0
signup/NN for/IN adult/JJ check/NN,0,0,1.8,0,0,0
sinful/JJ hardcore/NN,0,0,1.7,0,0,0
singles/VBZ club/NN,0,0,1.3,0,0,0
sized/VBD rack/NN,1.5,0,0,0,0,0
skanky/JJ ass/NN,1.8,0,0,0,0,0
skanky/NN,1.8,0,0,0,0,0
skimpy/JJ thong/NN,1.5,0,0,0,0,0
skinflute/NN,1.7,0,0,0,0,0
slackass/NN,1.4,0,0,0,0,0
slag/NN,1.4,0,0,0,0,0
slap/VB the/DT monkey/NN,1.5,0,0,0,0,0
slap/VB the/DT salami/NN,1.7,0,0,0,0,0
sleeze/NN,1.4,0,0,0,0,0
slid/VBD SBJ$,1.4,0,0,0,0,0
slide/VB SBJ$,1.8,0,0,0,0,0
slit/NN,1.4,0,0,0,0,0
sloppy/JJ anal/NN,1.6,0,0,0,0,0
slurp/VB down/IN semen/NNS,1.7,0,0,0,0,0
slurp/VB semen/NNS,1.7,0,0,0,0,0
slut/NN,1.4,0,0,0,0,0
slutfest/NN,1.4,0,0,0,0,0
slutiest/JJS,1.8,0,0,0,0,0
slutpuppy/NN,1.3,0,0,0,0,0
sluttiest/JJS,1.6,0,0,0,0,0
slutty/JJ bitch/NN,1.4,0,0,0,0,0
slutty/NN,1.2,0,0,0,0,0
smack/VB PRT off/RP,1.5,0,0,0,0,0
smagna/NN,1.4,0,0,0,0,0
smear/NN precum/NN,1.8,0,0,0,0,0
smear/NN pre-cum/NN,1.8,0,0,0,0,0
smear/VB pre-cum/JJ,1.8,0,0,0,0,0
smear/VB precum/NN,1.8,0,0,0,0,0
smear/VB shit/NN,1.3,0,0,0,0,0
smell/VB SBJ$ panties/NNS,1.8,0,0,0,0,0
smell/VB the/DT panties/NNS,1.8,0,0,0,0,0
smoo/NN,1.5,0,0,0,0,0
smoo/RB juice/NN,1.7,0,0,0,0,0
smut/NN,0,0.5,0,0,0,0
snatch/NN,1.5,0,0,0,0,0
sniff/NN panty/NN,1.7,0,0,0,0,0
snizzpod/NN,1.6,0,0,0,0,0
snuff/NN,1.3,0,0,0,0,0
soaked/JJ panties/NNS,1.8,0,0,0,0,0
soaking/JJ panties/NNS,1.8,0,0,0,0,0
soaking/JJ wet/JJ puss/NN,1.8,0,0,0,0,0
sodomize/VB,0,0,1.1,0,0,0
sodomy/NN,0,0,1.3,0,0,0
soft/JJ pussy/NN,1.5,0,0,0,0,0
softcore/NN,0,0,1.8,0,0,0
softcore/NN gallery/NN,0,0,1.3,0,0,0
softcore/NN image/NN,0,0,1.5,0,0,0
softest/NN pussy/NN,1.5,0,0,0,0,0
soggy/JJ sao/NN,1.3,0,0,0,0,0
sol/NN,1.4,0,0,0,0,0
son/NN of/IN a/DT bitch/NN,1.4,0,0,0,0,0
son/NN of/IN a/DT whore/NN,1.4,0,0,0,0,0
spaggar/NN,1.45,0,0,0,0,0
spaghettivreters/NNS,1.25,0,0,0,0,0
spank/VB the/DT monkey/NN,1.5,0,0,0,0,0
spank/VB the/DT stick/NN,1.5,0,0,0,0,0
spanking/JJ desire/NN,1.8,0,0,0,0,0
sperm/NN,0,0,0,0.5,0,0
sperm/VB the/DT worm/NN,1.7,0,0,0,0,0
sphincter/NN fog/NN,1.2,0,0,0,0,0
spic/NN,1.4,0,0,0,0,0
spinchter/NN,1.1,0,0,0,0,0
spleetoog/NN,1.25,0,0,0,0,0
spray/VB SBJ$ load/NN,1.8,0,0,0,0,0
spread/VB SBJ$ legs/NN,1.8,0,0,0,0,0
spring/NN break/NN nudity/NN,0,0,1.8,0,0,0
spunk/NN drinker/NN,1.8,0,0,0,0,0
spunk/NN drinking/NN,1.8,0,0,0,0,0
spunk/NN gargler/NN,1.8,0,0,0,0,0
spunk/NN gargling/NN,1.8,0,0,0,0,0
spunk/VB on/IN SBJ$ face/NN,1.8,0,0,0,0,0
spunk/NN swallow/NN,1.8,0,0,0,0,0
spunk/VB on/IN,1.6,0,0,0,0,0
spunk/VB in/IN,1.6,0,0,0,0,0
spy/NN cam/NN,0,0,1.2,0,0,0
spy/NN on/IN young/JJ women/NNS,0,0,1.8,0,0,0
squirt/VB pic/NN,0,0,1.5,0,0,0
squirt/VB pictures/NNS,0,0,1.5,0,0,0
squirt/VB show/NN,0,0,1.6,0,0,0
squirt/VB video/NN,0,0,1.5,0,0,0
steamy/NN sex/NN,0,0,1.5,0,0,0
sticky/JJ facial/NN,1.5,0,0,0,0,0
stimulate/VB SBJ$,1.6,0,0,0,0,0
stimulator/NN,0,0,0,0.35,0,0
strangle/VB the/DT goose/JJ,1.5,0,0,0,0,0
strap/NN on/IN,1.4,0,0,0,0,0
strap/NN on/IN dildo/NN,1.5,0,0,0,0,0
strap/NN on/IN penis/NN,1.5,0,0,0,0,0
strap-on/JJ dildo/NN,1.5,0,0,0,0,0
strap-on/JJ penetration/NN,1.7,0,0,0,0,0
strap-on/JJ penis/NNS,1.5,0,0,0,0,0
strapon/NN penetration/NN,1.7,0,0,0,0,0
streaming/VBG sex/NN vid/NN,0,0,1.8,0,0,0
strictly/RB panties/NNS,1.5,0,0,0,0,0
strip/NN club/NN party/NN,0,0,1.7,0,0,0
strip/NN poker/NN,0,0,0.5,0,0,0
strip/NN to/TO naked/JJ,0,0,1.4,0,0,0
stripclubs/NNS,0,0,1.8,0,0,0
stripper/NN,0,0,1.1,0,0,0
stripping/NN,0,0,1.8,0,0,0
strips/NNS panties/NNS,1.7,0,0,0,0,0
stroke/VB SBJ$,1.6,0,0,0,0,0
stroke/VB SBJ$ meat/NN,1.6,0,0,0,0,0
strut/NN PP for/IN,1.5,0,0,0,0,0
stuck/VBN in/IN all/DT holes/NNS,1.4,0,0,0,0,0
stud/NN,0,0.5,0,0,0,0
stupid/JJ,1.4,0,0,0,0,0
suck/NN,0,0,0,0,0,0
suck/NN face/NN,1.2,0,0,0,0,0
suck/NN SBJ off/RB,1.4,0,0,0,0,0
suck/VB black/JJ,1.8,0,0,0,0,0
suck/VB chrome/NN,1.6,0,0,0,0,0
suck/VB donkey/NN ball/NN,1.2,0,0,0,0,0
suck/VB it/PRP up/RB,1.2,0,0,0,0,0
suck/VB SBJ off/RB,1.7,0,0,0,0,0
suck/VB SBJ$ ball/NN,1.8,0,0,0,0,0
suck/VB SBJ$ dick/NN,1.4,0,0,0,0,0
suck/VB the/DT chrome/NN,1.6,0,0,0,0,0
suck/VB up/IN,1.2,0,0,0,0,0
sucker/NN,1.4,0,0,0,0,0
suckes/NNS,1.4,0,0,0,0,0
suckoff/JJ arena/NN,1.7,0,0,0,0,0
super/JJ fucking/NN fat/NN,1.8,0,0,0,0,0
swallow/VB SBJ$ load/NN,1.8,0,0,0,0,0
swedish/JJ sex/NN ton/NN,1.8,0,0,0,0,0
sweet/JJ ass/NN,1.3,0,0,0,0,0
sweet/JJ puss/NN,1.8,0,0,0,0,0
swinger/JJR central/JJ,0,0,1.8,0,0,0
swinger/NN,0,0,0,0.5,0,0
swinger/NN parties/NNS,0,0,1.5,0,0,0
swinger/NN party/NN,0,0,1.5,0,0,0
swingers/NNS,0,0,1.1,0,0,0
swingers/NNS parties/NNS,0,0,1.5,0,0,0
swingers/NNS party/NN,0,0,1.5,0,0,0
swingers/NNS personals/NNS,0,0,1.8,0,0,0
syphyllis/NN,0,0,0,0.5,0,0
taboo/NN fantasy/NN,0,0,1.5,0,0,0
taboo/NN free/JJ,0,0,1.3,0,0,0
taboo/NN sex/NN,0,0,1.3,0,0,0
take/VB SBJ in/IN every/DT hole/NN,1.8,0,0,0,0,0
take/VB SBJ in/IN the/DT ass/NN,1.8,0,0,0,0,0
take/VB SBJ like/IN a/DT bitch/NN,1.8,0,0,0,0,0
take/VB SBJ$ clothes/NNS PRT off/RP,0,0,1.8,0,0,0
taste/NN black/JJ,1.7,0,0,0,0,0
tasty/JJ ass/NN,1.6,0,0,0,0,0
tearing/VBG,0,0.5,0,0,0,0
teen/NN,0,0.5,0,0,0,0
teen/NN babe/NN,1.2,0,0,0,0,0
